Year;ICD10 Code;ICD10 Diagnosis;Diagnosis Type;Metric;Sex;Value
20.04.2005;K50;Crohns Disease;Digestive diseases which can be caused caused by smoking;Attributable number;;2400
20.04.2005;K05;Periodontal Disease / Periodonitis;Digestive diseases which can be caused caused by smoking;Attributable number;;1200
20.04.2005;H25;Age Related Cataract 45+;Other diseases which can be caused by smoking;Attributable number;;15500
20.04.2005;S72.0-S72.2;Hip Fracture 55+;Other diseases which can be caused by smoking;Attributable number;;6400
20.04.2005;O03;Spontaneous Abortion;Other diseases which can be caused by smoking;Attributable number;;700
20.04.2005;All codes;All admissions;All admissions;Number of admissions;Male;3638275
20.04.2005;C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03;All diseases which can be caused by smoking;All diseases which can be caused by smoking;Number of admissions;Male;764401
20.04.2005;C00-D48;All cancers;All cancers;Number of admissions;Male;577402
20.04.2005;J00-J99;All respiratory diseases;All respiratory diseases;Number of admissions;Male;205196
20.04.2005;I00-I99;All circulatory diseases;All circulatory diseases;Number of admissions;Male;466662
20.04.2005;K00-K93;All diseases of the digestive system;All diseases of the digestive system;Number of admissions;Male;437416
20.04.2005;C33-C34;Trachea, Lung, Bronchus;Cancers which can be caused by smoking;Number of admissions;Male;43805
20.04.2005;C00-C14;Upper Respiratory Sites;Cancers which can be caused by smoking;Number of admissions;Male;8393
20.04.2005;C15;Oesophagus;Cancers which can be caused by smoking;Number of admissions;Male;22697
20.04.2005;C32;Larynx;Cancers which can be caused by smoking;Number of admissions;Male;3441
20.04.2005;C53;Cervical;Cancers which can be caused by smoking;Number of admissions;Male;.
20.04.2005;C67;Bladder;Cancers which can be caused by smoking;Number of admissions;Male;55831
20.04.2005;C64-C66 & C68;Kidney and Renal Pelvis;Cancers which can be caused by smoking;Number of admissions;Male;6721
20.04.2005;C16;Stomach;Cancers which can be caused by smoking;Number of admissions;Male;16360
20.04.2005;C25;Pancreas;Cancers which can be caused by smoking;Number of admissions;Male;10217
20.04.2005;C80;Unspecified Site;Cancers which can be caused by smoking;Number of admissions;Male;5626
20.04.2005;C92;Myeloid Leukaemia;Cancers which can be caused by smoking;Number of admissions;Male;16419
20.04.2005;J40-J43;Chronic Obstructive Lung Disease;Respiratory diseases which can be caused by smoking;Number of admissions;Male;3331
20.04.2005;J44;Chronic Airway Obstruction;Respiratory diseases which can be caused by smoking;Number of admissions;Male;55254
20.04.2005;J10-J18;Pneumonia, Influenza;Respiratory diseases which can be caused by smoking;Number of admissions;Male;42171
20.04.2005;I00-I09 & I26-I51;Other Heart Disease;Circulatory diseases which can be caused by smoking;Number of admissions;Male;114771
20.04.2005;I20-I25;Ischaemic Heart Disease;Circulatory diseases which can be caused by smoking;Number of admissions;Male;199995
20.04.2005;I72-I78;Other arterial disease;Circulatory diseases which can be caused by smoking;Number of admissions;Male;21715
20.04.2005;I60-I69;Cerebrovascular Disease;Circulatory diseases which can be caused by smoking;Number of admissions;Male;45938
20.04.2005;I71;Aortic Aneurysm;Circulatory diseases which can be caused by smoking;Number of admissions;Male;8713
20.04.2005;I70;Atherosclerosis;Circulatory diseases which can be caused by smoking;Number of admissions;Male;4714
20.04.2005;K25-K27;Stomach / Duodenal Ulcer;Digestive diseases which can be caused caused by smoking;Number of admissions;Male;11938
20.04.2005;K50;Crohns Disease;Digestive diseases which can be caused caused by smoking;Number of admissions;Male;4838
20.04.2005;K05;Periodontal Disease / Periodonitis;Digestive diseases which can be caused caused by smoking;Number of admissions;Male;1072
20.04.2005;H25;Age Related Cataract 45+;Other diseases which can be caused by smoking;Number of admissions;Male;47532
20.04.2005;S72.0-S72.2;Hip Fracture 55+;Other diseases which can be caused by smoking;Number of admissions;Male;12906
20.04.2005;O03;Spontaneous Abortion;Other diseases which can be caused by smoking;Number of admissions;Male;.
20.04.2005;All codes;All admissions;All admissions;Attributable number;Male;287200
20.04.2005;C00-D48;All cancers;All cancers;Attributable number;Male;108400
20.04.2005;J00-J99;All respiratory diseases;All respiratory diseases;Attributable number;Male;59600
20.04.2005;I00-I99;All circulatory diseases;All circulatory diseases;Attributable number;Male;103000
20.04.2005;K00-K93;All diseases of the digestive system;All diseases of the digestive system;Attributable number;Male;8300
20.04.2005;C33-C34;Trachea, Lung, Bronchus;Cancers which can be caused by smoking;Attributable number;Male;38900
20.04.2005;C00-C14;Upper Respiratory Sites;Cancers which can be caused by smoking;Attributable number;Male;6400
20.04.2005;C15;Oesophagus;Cancers which can be caused by smoking;Attributable number;Male;16300
20.04.2005;C32;Larynx;Cancers which can be caused by smoking;Attributable number;Male;2900
20.04.2005;C53;Cervical;Cancers which can be caused by smoking;Attributable number;Male;.
20.04.2005;C67;Bladder;Cancers which can be caused by smoking;Attributable number;Male;26700
20.04.2005;C64-C66 & C68;Kidney and Renal Pelvis;Cancers which can be caused by smoking;Attributable number;Male;2500
20.04.2005;C16;Stomach;Cancers which can be caused by smoking;Attributable number;Male;4600
20.04.2005;C25;Pancreas;Cancers which can be caused by smoking;Attributable number;Male;2700
20.04.2005;C80;Unspecified Site;Cancers which can be caused by smoking;Attributable number;Male;3200
20.04.2005;C92;Myeloid Leukaemia;Cancers which can be caused by smoking;Attributable number;Male;4100
20.04.2005;J40-J43;Chronic Obstructive Lung Disease;Respiratory diseases which can be caused by smoking;Attributable number;Male;3000
20.04.2005;J44;Chronic Airway Obstruction;Respiratory diseases which can be caused by smoking;Attributable number;Male;44800
20.04.2005;J10-J18;Pneumonia, Influenza;Respiratory diseases which can be caused by smoking;Attributable number;Male;11700
20.04.2005;I00-I09 & I26-I51;Other Heart Disease;Circulatory diseases which can be caused by smoking;Attributable number;Male;23800
20.04.2005;I20-I25;Ischaemic Heart Disease;Circulatory diseases which can be caused by smoking;Attributable number;Male;57900
20.04.2005;I72-I78;Other arterial disease;Circulatory diseases which can be caused by smoking;Attributable number;Male;4400
20.04.2005;I60-I69;Cerebrovascular Disease;Circulatory diseases which can be caused by smoking;Attributable number;Male;9700
20.04.2005;I71;Aortic Aneurysm;Circulatory diseases which can be caused by smoking;Attributable number;Male;5800
20.04.2005;I70;Atherosclerosis;Circulatory diseases which can be caused by smoking;Attributable number;Male;1500
20.04.2005;K25-K27;Stomach / Duodenal Ulcer;Digestive diseases which can be caused caused by smoking;Attributable number;Male;6800
20.04.2005;K50;Crohns Disease;Digestive diseases which can be caused caused by smoking;Attributable number;Male;1000
20.04.2005;K05;Periodontal Disease / Periodonitis;Digestive diseases which can be caused caused by smoking;Attributable number;Male;500
20.04.2005;H25;Age Related Cataract 45+;Other diseases which can be caused by smoking;Attributable number;Male;6500
20.04.2005;S72.0-S72.2;Hip Fracture 55+;Other diseases which can be caused by smoking;Attributable number;Male;1500
20.04.2005;O03;Spontaneous Abortion;Other diseases which can be caused by smoking;Attributable number;Male;.
20.04.2005;All codes;All admissions;All admissions;Number of admissions;Female;4208273
20.04.2005;C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03;All diseases which can be caused by smoking;All diseases which can be caused by smoking;Number of admissions;Female;637477
20.04.2005;C00-D48;All cancers;All cancers;Number of admissions;Female;602553
20.04.2005;J00-J99;All respiratory diseases;All respiratory diseases;Number of admissions;Female;199679
20.04.2005;I00-I99;All circulatory diseases;All circulatory diseases;Number of admissions;Female;356817
20.04.2005;K00-K93;All diseases of the digestive system;All diseases of the digestive system;Number of admissions;Female;446023
20.04.2005;C33-C34;Trachea, Lung, Bronchus;Cancers which can be caused by smoking;Number of admissions;Female;29686
20.04.2005;C00-C14;Upper Respiratory Sites;Cancers which can be caused by smoking;Number of admissions;Female;3636
20.04.2005;C15;Oesophagus;Cancers which can be caused by smoking;Number of admissions;Female;8661
20.04.2005;C32;Larynx;Cancers which can be caused by smoking;Number of admissions;Female;707
20.04.2005;C53;Cervical;Cancers which can be caused by smoking;Number of admissions;Female;6388
20.04.2005;C67;Bladder;Cancers which can be caused by smoking;Number of admissions;Female;18396
20.04.2005;C64-C66 & C68;Kidney and Renal Pelvis;Cancers which can be caused by smoking;Number of admissions;Female;3319
20.04.2005;C16;Stomach;Cancers which can be caused by smoking;Number of admissions;Female;6812
20.04.2005;C25;Pancreas;Cancers which can be caused by smoking;Number of admissions;Female;8123
20.04.2005;C80;Unspecified Site;Cancers which can be caused by smoking;Number of admissions;Female;7628
20.04.2005;C92;Myeloid Leukaemia;Cancers which can be caused by smoking;Number of admissions;Female;11614
20.04.2005;J40-J43;Chronic Obstructive Lung Disease;Respiratory diseases which can be caused by smoking;Number of admissions;Female;2426
20.04.2005;J44;Chronic Airway Obstruction;Respiratory diseases which can be caused by smoking;Number of admissions;Female;52168
20.04.2005;J10-J18;Pneumonia, Influenza;Respiratory diseases which can be caused by smoking;Number of admissions;Female;40706
20.04.2005;I00-I09 & I26-I51;Other Heart Disease;Circulatory diseases which can be caused by smoking;Number of admissions;Female;102227
20.04.2005;I20-I25;Ischaemic Heart Disease;Circulatory diseases which can be caused by smoking;Number of admissions;Female;105655
20.04.2005;I72-I78;Other arterial disease;Circulatory diseases which can be caused by smoking;Number of admissions;Female;15280
20.04.2005;I60-I69;Cerebrovascular Disease;Circulatory diseases which can be caused by smoking;Number of admissions;Female;50359
20.04.2005;I71;Aortic Aneurysm;Circulatory diseases which can be caused by smoking;Number of admissions;Female;2652
20.04.2005;I70;Atherosclerosis;Circulatory diseases which can be caused by smoking;Number of admissions;Female;2962
20.04.2005;K25-K27;Stomach / Duodenal Ulcer;Digestive diseases which can be caused caused by smoking;Number of admissions;Female;11364
20.04.2005;K50;Crohns Disease;Digestive diseases which can be caused caused by smoking;Number of admissions;Female;7558
20.04.2005;K05;Periodontal Disease / Periodonitis;Digestive diseases which can be caused caused by smoking;Number of admissions;Female;1566
20.04.2005;H25;Age Related Cataract 45+;Other diseases which can be caused by smoking;Number of admissions;Female;78924
20.04.2005;S72.0-S72.2;Hip Fracture 55+;Other diseases which can be caused by smoking;Number of admissions;Female;46603
20.04.2005;O03;Spontaneous Abortion;Other diseases which can be caused by smoking;Number of admissions;Female;12057
20.04.2005;All codes;All admissions;All admissions;Attributable number;Female;165000
20.04.2005;C00-D48;All cancers;All cancers;Attributable number;Female;44300
20.04.2005;J00-J99;All respiratory diseases;All respiratory diseases;Attributable number;Female;52000
20.04.2005;I00-I99;All circulatory diseases;All circulatory diseases;Attributable number;Female;46300
20.04.2005;K00-K93;All diseases of the digestive system;All diseases of the digestive system;Attributable number;Female;7900
20.04.2005;C33-C34;Trachea, Lung, Bronchus;Cancers which can be caused by smoking;Attributable number;Female;22800
20.04.2005;C00-C14;Upper Respiratory Sites;Cancers which can be caused by smoking;Attributable number;Female;2000
20.04.2005;C15;Oesophagus;Cancers which can be caused by smoking;Attributable number;Female;5600
20.04.2005;C32;Larynx;Cancers which can be caused by smoking;Attributable number;Female;600
20.04.2005;C53;Cervical;Cancers which can be caused by smoking;Attributable number;Female;900
20.04.2005;C67;Bladder;Cancers which can be caused by smoking;Attributable number;Female;5900
20.04.2005;C64-C66 & C68;Kidney and Renal Pelvis;Cancers which can be caused by smoking;Attributable number;Female;300
20.04.2005;C16;Stomach;Cancers which can be caused by smoking;Attributable number;Female;900
20.04.2005;C25;Pancreas;Cancers which can be caused by smoking;Attributable number;Female;2300
20.04.2005;C80;Unspecified Site;Cancers which can be caused by smoking;Attributable number;Female;1900
20.04.2005;C92;Myeloid Leukaemia;Cancers which can be caused by smoking;Attributable number;Female;1200
20.04.2005;J40-J43;Chronic Obstructive Lung Disease;Respiratory diseases which can be caused by smoking;Attributable number;Female;2000
20.04.2005;J44;Chronic Airway Obstruction;Respiratory diseases which can be caused by smoking;Attributable number;Female;41600
20.04.2005;J10-J18;Pneumonia, Influenza;Respiratory diseases which can be caused by smoking;Attributable number;Female;8400
